buồi 
đầu buồi 
cặc 
con cặc 
củ cặc 
cu 
cứt 
đếch 
đéo 
đéo biết
đéo chịu 
đéo hiểu 
đéo hiểu kiểu gì 
đĩ 
đĩ bà 
đĩ mẹ 
đĩ 
địt 
địt bà 
địt con bà
địt con cụ 
địt cụ 
địt mẹ mày 
địt mẹ 
lồn 
lồn mẹ 
lồn bà 
mã bố 
mã mẹ 
mã cha
mã cụ 
óc 
óc chó 
óc cứt 
óc lợn 
vãi 
vãi cả lồn 
vãi bướm 
vãi cả nho 
vãi cứt
vãi lồn 
xàm 
xàm lồn 
xàm cứt
súc vật
óc chó
óc lợn
đầu cứt
não chó
con mẹ mày
cụ tổ mày
mặt lồn
thằng mặt lồn
tiên sư cha mày
đụ mẹ 
đụ
chết mẹ
đụ má
con bà
tổ sư cha
tuổi lồn
vãi cả đái
